clip_id,t0_us,chunk,a_v1_5_cot,b_v2_cot,tfidf_cosine,bert_cosine,a_v1_5_min_ade_m,b_v2_min_ade_m,a_v1_5_min_fde_m,b_v2_min_fde_m,a_v1_5_duration_sec,b_v2_duration_sec,a_v1_5_prefill_tokens,b_v2_prefill_tokens,a_v1_5_generated_tokens,b_v2_generated_tokens
13f0af4c-2565-4a4d-b765-7f397f1d1684,16100000,chunk_0270,Yield to the pedestrian in the crosswalk since the pedestrian is crossing our lane ahead,Yield due to a pedestrian in the crosswalk requiring reduced speed.,0.23951177655389227,0.8412537,1.7919,2.7768,4.1778,4.8878,5.368,12.857,3073,4580,20,14
13f0af4c-2565-4a4d-b765-7f397f1d1684,17100000,chunk_0270,"Maintain lane and gently accelerate because a pedestrian is still in the right-side crosswalk, blocking an immediate merge to the right, but once clear, our lane is open with no vehicles blocking.",Yield due to pedestrians in the crosswalk.,0.06931480388093912,0.53510314,0.8308,0.8392,3.5207,1.6368,7.958,11.476,3073,4580,42,10
13f0af4c-2565-4a4d-b765-7f397f1d1684,18100000,chunk_0270,Accelerate to proceed through the intersection since the pedestrian has cleared the crosswalk,Keep speed through the intersection since the traffic light is green.,0.328766377464404,0.52018476,1.4022,0.3684,4.6927,1.1034,5.13,12.164,3073,4580,18,12
13f0af4c-2565-4a4d-b765-7f397f1d1684,19100000,chunk_0270,Keep distance to the cyclists since they are directly ahead in our lane,Nudge left to avoid the traffic island on the right.,0.010696808570656031,0.41987193,1.8227,0.7052,4.1531,0.5629,4.901,12.138,3073,4580,16,12
868a46b4-c9ad-4413-820a-e5b63b50ad39,5100000,chunk_0270,Yield due to oncoming cyclists in our lane,Slow down due to the lead vehicle ahead,0.05016476990004217,0.29812407,0.5537,2.9129,1.5939,5.7867,4.544,10.95,3073,4580,13,8
868a46b4-c9ad-4413-820a-e5b63b50ad39,6100000,chunk_0270,Yield due to the lead vehicle slowing ahead,Slow down due to the lead vehicle reducing speed ahead,0.21874334301124504,0.74520206,1.2293,0.6803,1.187,2.4611,4.426,11.649,3073,4580,12,10
868a46b4-c9ad-4413-820a-e5b63b50ad39,7100000,chunk_0270,Yield due to the slow lead vehicle ahead,Slow down due to the lead vehicle reducing speed ahead,0.24437082500066099,0.77332294,2.0031,1.6917,9.9586,8.559,4.433,11.615,3073,4580,12,10
868a46b4-c9ad-4413-820a-e5b63b50ad39,8100000,chunk_0270,Slow down due to the lead vehicle ahead.,Slow down due to the lead vehicle ahead,1.0000000000000002,0.9415324,1.3487,1.1567,5.2423,5.7374,4.437,10.942,3073,4580,12,8
868a46b4-c9ad-4413-820a-e5b63b50ad39,9100000,chunk_0270,Yield to the slow lead vehicle ahead,Slow down due to the lead vehicle ahead.,0.4529756977365257,0.7827978,1.7075,0.6944,3.7233,0.8638,4.318,11.303,3073,4580,11,9
868a46b4-c9ad-4413-820a-e5b63b50ad39,10100000,chunk_0270,Yield to the slow lead vehicle ahead.,Slow down due to the lead vehicle ahead,0.4529756977365257,0.80632603,1.893,2.131,3.7073,8.5579,4.405,10.793,3073,4580,12,8
868a46b4-c9ad-4413-820a-e5b63b50ad39,11100000,chunk_0270,Stop due to red traffic light,Stop due to the lead vehicle stopping ahead,0.22184352894258053,0.5591492,1.4128,1.6145,5.3015,5.4026,4.082,10.797,3073,4580,9,8
868a46b4-c9ad-4413-820a-e5b63b50ad39,12100000,chunk_0270,Decelerate to maintain a safe distance to the lead vehicle since it is slowing ahead,Stop to keep distance to the lead vehicle.,0.2731675131441768,0.67362803,1.1736,2.3654,6.0165,9.1381,5.412,11.285,3073,4580,20,9
868a46b4-c9ad-4413-820a-e5b63b50ad39,13100000,chunk_0270,drives slowly due to the stopped lead vehicle blocking the lane,Keep distance to the lead vehicle because it is directly ahead in the same lane.,0.10572457281995894,0.6549084,0.7524,1.2578,3.9432,1.259,4.671,13.447,3073,4580,14,16
868a46b4-c9ad-4413-820a-e5b63b50ad39,14100000,chunk_0270,Yield to the pedestrian walking across our lane at the crosswalk,Accelerate due to the lead vehicle moving ahead,0.03707005224281966,0.29278907,2.5182,1.4336,0.959,5.4749,4.91,11.193,3073,4580,16,9
868a46b4-c9ad-4413-820a-e5b63b50ad39,15100000,chunk_0270,Yield by slowing due to a pedestrian walking across the crosswalk,Yield by slowing due to pedestrians crossing the road ahead,0.5083852960553498,0.8721753,2.7376,2.6052,8.2562,5.5701,4.909,11.625,3073,4580,16,11
868a46b4-c9ad-4413-820a-e5b63b50ad39,16100000,chunk_0270,Keep distance to the lead vehicle since it is directly ahead in our lane,Stop to yield to the pedestrian crossing ahead.,0.05944926203445546,0.44100043,0.7536,2.7197,1.8565,4.2112,5.014,11.168,3073,4580,17,9
868a46b4-c9ad-4413-820a-e5b63b50ad39,17100000,chunk_0270,Yield to the cut-in vehicle since it merges into our lane ahead during 2 to 4 seconds,Yield to the pedestrian crossing ahead because the person is in the ego lane.,0.07418652276120971,0.53794247,0.3462,1.0158,0.1703,1.1081,5.846,13.457,3073,4580,24,16
868a46b4-c9ad-4413-820a-e5b63b50ad39,18100000,chunk_0270,Maintain a slower speed due to the slow lead vehicle ahead,Slow down due to the lead vehicle ahead,0.339109003666812,0.8974765,1.3631,0.1599,4.126,0.7864,4.792,10.921,3073,4580,15,8
868a46b4-c9ad-4413-820a-e5b63b50ad39,19100000,chunk_0270,Yield due to pedestrians walking across the crosswalk ahead,Reduce speed due to the lead vehicle ahead slowing near the intersection,0.05421337876110023,0.36673826,3.065,1.2989,9.6815,3.3355,4.663,12.194,3073,4580,14,12
79937d25-63d0-4e38-9848-c714dcab0328,5100000,chunk_0270,Yield to the pedestrian walking across the crosswalk ahead since they are entering our lane,Yield due to a pedestrian walking across the crosswalk ahead,0.4828787404504345,0.9035829,6.489,4.0118,22.8613,5.9522,5.368,12.057,3073,4580,20,12
79937d25-63d0-4e38-9848-c714dcab0328,6100000,chunk_0270,Yield due to a pedestrian walking in the crosswalk ahead,Yield due to a pedestrian walking across the crosswalk,0.6023558436878383,0.9711015,3.7272,4.6621,12.3188,14.0411,4.78,11.782,3073,4580,15,11
79937d25-63d0-4e38-9848-c714dcab0328,7100000,chunk_0270,Yield due to a pedestrian walking across the crosswalk,Stop to yield to the pedestrian crossing at the crosswalk ahead.,0.19788149065162491,0.7770717,0.2075,0.8116,0.5104,4.6817,4.651,12.48,3073,4580,14,13
79937d25-63d0-4e38-9848-c714dcab0328,8100000,chunk_0270,Stop to yield to the pedestrian walking across the crosswalk ahead,Stop to yield to the pedestrian crossing the crosswalk ahead.,0.6669057514971627,0.9535284,3.149,0.7312,15.1807,4.3036,4.793,12.134,3073,4580,15,12
79937d25-63d0-4e38-9848-c714dcab0328,9100000,chunk_0270,Stop to yield to the pedestrian walking across the crosswalk ahead,Stop to yield to the pedestrian crossing the crosswalk ahead.,0.6669057514971627,0.9535284,2.0708,4.4885,9.3616,17.2368,4.802,12.02,3073,4580,15,12
79937d25-63d0-4e38-9848-c714dcab0328,10100000,chunk_0270,Stop to yield to the pedestrian in the crosswalk ahead since they are crossing our lane,Yield due to a pedestrian crossing in the crosswalk requiring speed reduction,0.1918560742495074,0.7850564,2.4392,5.8783,9.791,19.4301,5.374,12.616,3073,4580,20,14
79937d25-63d0-4e38-9848-c714dcab0328,11100000,chunk_0270,Yield due to a pedestrian walking across the crosswalk ahead,Yield due to a pedestrian in the crosswalk requiring speed reduction,0.31906595440422947,0.89713734,6.4972,3.0994,21.8921,12.0571,4.795,12.313,3073,4580,15,13
79937d25-63d0-4e38-9848-c714dcab0328,12100000,chunk_0270,Yield due to a pedestrian in the crosswalk,Yield due to a pedestrian in the crosswalk requiring speed reduction,0.6518903242792045,0.9204138,9.9625,2.8794,30.6836,11.2058,4.538,12.325,3073,4580,13,13
79937d25-63d0-4e38-9848-c714dcab0328,13100000,chunk_0270,Yield to the pedestrian in the crosswalk ahead since they are crossing our lane,Yield due to pedestrians in the crosswalk,0.21967331887316732,0.86817914,4.9609,2.7184,16.7617,13.2449,5.275,10.943,3073,4580,19,9
79937d25-63d0-4e38-9848-c714dcab0328,14100000,chunk_0270,Yield to the pedestrians in the crosswalk,Yield due to pedestrians in the crosswalk requiring speed reduction,0.4648196733991258,0.89277714,0.128,0.1474,0.6116,0.9095,4.425,11.942,3073,4580,12,12
79937d25-63d0-4e38-9848-c714dcab0328,15100000,chunk_0270,Yield due to pedestrians in the crosswalk,Yield due to pedestrians in the crosswalk requiring speed reduction,0.6720178901443332,0.9317625,0.1823,0.1742,0.9269,0.9037,4.45,11.944,3073,4580,12,12
79937d25-63d0-4e38-9848-c714dcab0328,16100000,chunk_0270,Yield due to a pedestrian in the crosswalk,Yield due to pedestrians in the crosswalk requiring speed reduction,0.3720174513291543,0.86601245,0.0916,0.2264,0.2791,0.9132,4.584,12.022,3073,4580,13,12
79937d25-63d0-4e38-9848-c714dcab0328,17100000,chunk_0270,Yield due to pedestrians in the crosswalk,Yield due to pedestrians in the crosswalk,1.0000000000000002,1.0,0.291,0.277,0.9005,0.7848,4.456,10.991,3073,4580,12,9
79937d25-63d0-4e38-9848-c714dcab0328,18100000,chunk_0270,Yield to the pedestrian because they are walking across the crosswalk ahead,Stop to yield to the pedestrian crossing the crosswalk.,0.27751121534737805,0.8562783,0.3238,0.1549,1.1815,0.5815,5.012,11.612,3073,4580,17,11
79937d25-63d0-4e38-9848-c714dcab0328,19100000,chunk_0270,Stop to yield to the pedestrian walking across the crosswalk ahead,Stop to yield to the pedestrian crossing the crosswalk ahead.,0.6669057514971627,0.9535284,0.0646,0.0389,0.1847,0.1106,4.789,12.103,3073,4580,15,12
5cde5b3e-c171-41d6-9906-c10a2516601e,5100000,chunk_0270,Brake to a stop because of red traffic light,Stop due to red traffic light,0.3745457154514091,0.89229435,2.1318,2.5495,10.551,13.2403,4.56,10.085,3073,4580,13,6
5cde5b3e-c171-41d6-9906-c10a2516601e,6100000,chunk_0270,Keep distance to the lead motorcycle since it is directly ahead in our lane,Stop due to red traffic light,0.00846425454802913,0.39948115,1.6076,1.0254,7.9985,4.3472,5.026,10.032,3073,4580,17,6
5cde5b3e-c171-41d6-9906-c10a2516601e,7100000,chunk_0270,Resume speed from stop since the straight traffic light turns green,Resume speed from stop since the traffic light turns green.,0.8784086992611296,0.9341105,3.0812,3.1116,9.7199,8.7697,4.696,11.774,3073,4580,14,11
5cde5b3e-c171-41d6-9906-c10a2516601e,8100000,chunk_0270,Adapt speed to maintain a safe distance from the lead vehicle since it is directly ahead in our lane,Accelerate due to green traffic light.,0.0052160905297654,0.3949123,4.4415,5.6172,10.2414,12.8462,5.887,10.858,3073,4580,23,8
5cde5b3e-c171-41d6-9906-c10a2516601e,9100000,chunk_0270,Keep distance to the lead vehicle since it is directly ahead in our lane,Keep distance to the lead vehicle because it is directly ahead in the same lane.,0.6260847993752536,0.9317155,1.6424,1.6994,8.8649,3.9619,5.031,13.405,3073,4580,17,16
5cde5b3e-c171-41d6-9906-c10a2516601e,10100000,chunk_0270,Keep distance to the lead motorcycle since it is directly ahead in our lane,Accelerate due to green traffic light,0.0065369131020384325,0.26516053,3.177,2.0728,6.7767,4.4299,5.009,10.529,3073,4580,17,7
5cde5b3e-c171-41d6-9906-c10a2516601e,11100000,chunk_0270,Keep distance to the lead motorcycle since it is directly ahead in our lane,Accelerate due to green traffic light ahead,0.0179364743630889,0.3252577,0.3578,3.3754,0.7716,9.2536,5.039,10.769,3073,4580,17,8
5cde5b3e-c171-41d6-9906-c10a2516601e,12100000,chunk_0270,Keep distance to the lead motorcycle since it merges into our lane ahead,Accelerate gently due to the lead vehicle ahead,0.08799871210588736,0.47403458,0.8564,2.9978,2.7596,7.1377,4.908,11.084,3073,4580,16,9
5cde5b3e-c171-41d6-9906-c10a2516601e,13100000,chunk_0270,Yield due to the scooter ahead in our lane,Yield due to a pedestrian walking across the crosswalk ahead,0.1410870110466197,0.5815099,0.7539,1.7687,2.2746,5.5954,4.563,12.054,3073,4580,13,12
5cde5b3e-c171-41d6-9906-c10a2516601e,14100000,chunk_0270,Yield due to the car turning across our path at the intersection,Maintain speed due to clear lane ahead,0.0291169279232789,0.4223951,1.012,0.4218,2.9508,1.436,4.916,10.717,3073,4580,16,8
5cde5b3e-c171-41d6-9906-c10a2516601e,15100000,chunk_0270,Slow down due to the school zone ahead,Maintain speed due to an oncoming vehicle ahead,0.044397956199338645,0.37546885,0.7876,0.6566,1.3217,0.7905,4.305,11.325,3073,4580,11,10
5cde5b3e-c171-41d6-9906-c10a2516601e,16100000,chunk_0270,Accelerate due to clear lane ahead,Maintain speed due to clear lane ahead.,0.6127627393177982,0.7838671,0.1628,1.0736,0.0995,3.1631,4.215,11.077,3073,4580,10,9
5cde5b3e-c171-41d6-9906-c10a2516601e,17100000,chunk_0270,Yield due to an oncoming motorcycle encroaching into our lane,Maintain speed due to green traffic light,0.029337169239727574,0.24469468,0.5817,2.3541,1.0614,5.8171,5.042,10.914,3073,4580,17,8
5cde5b3e-c171-41d6-9906-c10a2516601e,18100000,chunk_0270,Slow down due to the oncoming vehicle ahead,Slow down due to an oncoming vehicle ahead,0.6795627430841911,0.99655145,1.0799,1.6778,2.5554,5.8534,4.454,11.018,3073,4580,12,9
5cde5b3e-c171-41d6-9906-c10a2516601e,19100000,chunk_0270,Yield due to a pedestrian walking across the crosswalk ahead,Maintain speed due to an oncoming vehicle staying in the opposite lane,0.03547282799998912,0.3909123,0.5012,0.3759,1.5515,1.7991,4.794,12.516,3073,4580,15,14
682fed39-be2a-4949-8d04-21529678ffca,5100000,chunk_0270,Nudge to the left to pass the stopped truck blocking the lane,Nudge to the left in the same lane to pass the stopped truck blocking the lane.,0.7715842642392797,0.95677185,4.171,1.3244,13.3787,0.6235,4.908,13.704,3073,4580,16,18
682fed39-be2a-4949-8d04-21529678ffca,6100000,chunk_0270,Nudge to the left to clear the stopped truck blocking the right side of our lane,Nudge to the left to pass the stopped delivery truck blocking the lane.,0.4733755183249477,0.8765294,1.512,0.419,2.7069,1.6039,5.377,12.767,3073,4580,20,15
682fed39-be2a-4949-8d04-21529678ffca,7100000,chunk_0270,Yield due to a person standing in our lane beside a truck ahead,Yield due to pedestrians standing in the lane next to a parked truck,0.25178876063487843,0.8736718,4.1846,4.4885,5.4387,11.5227,5.034,12.63,3073,4580,17,14
682fed39-be2a-4949-8d04-21529678ffca,8100000,chunk_0270,Yield to the placement rider in our lane ahead,Yield due to a pedestrian crossing the road ahead,0.04917795325089945,0.6013878,4.8981,1.1448,8.2943,0.6226,4.576,11.443,3073,4580,13,10
682fed39-be2a-4949-8d04-21529678ffca,9100000,chunk_0270,Nudge to the left to create clearance from the stopped truck blocking the right side of our lane,Nudge to the left to pass the stopped van blocking the lane.,0.36295557470829665,0.71681595,0.9058,0.7261,3.4986,0.0174,5.641,12.627,3073,4580,22,14
682fed39-be2a-4949-8d04-21529678ffca,10100000,chunk_0270,Yield to the pedestrian walking directly into the lane ahead,Nudge left due to the pedestrian stepping into the lane from the right,0.3076529440472378,0.64092755,0.4472,1.0559,0.4156,2.9728,4.696,12.74,3073,4580,14,14
682fed39-be2a-4949-8d04-21529678ffca,11100000,chunk_0270,Yield due to a pedestrian walking across our lane ahead,Slow down due to the stopped van blocking the lane,0.0672587481140756,0.41701892,0.5054,0.8093,1.8738,1.6505,4.685,11.54,3073,4580,14,10
682fed39-be2a-4949-8d04-21529678ffca,12100000,chunk_0270,"Decelerate and hold our lane because an oncoming van is coming while our pressure line is slow, blocking our progress, with a stopped car directly ahead limiting our erb demonstrate two.isSuccessful",Slow down due to a stopped vehicle blocking the lane,0.056065482347519784,0.5972521,0.1837,0.5252,0.2963,0.6082,7.743,11.225,3073,4580,40,10
682fed39-be2a-4949-8d04-21529678ffca,13100000,chunk_0270,Slow down due to the lead vehicle stopped ahead,Stop due to the stopped van blocking the lane ahead,0.16485563158229877,0.57188976,0.4217,0.528,0.9066,0.9684,4.462,11.225,3073,4580,12,10
682fed39-be2a-4949-8d04-21529678ffca,14100000,chunk_0270,Keep distance to the lead vehicle since it is stopped ahead,Stop to keep distance to the lead vehicle.,0.458844255331462,0.88618124,0.0891,0.4716,0.084,0.7936,4.687,10.955,3073,4580,14,9
682fed39-be2a-4949-8d04-21529678ffca,15100000,chunk_0270,Keep distance to the lead vehicle since it is blocking the lane,Stop to keep distance to the stopped lead vehicle ahead.,0.3434744260570663,0.79928505,0.0593,0.2572,0.0165,0.5083,4.807,11.545,3073,4580,15,11
682fed39-be2a-4949-8d04-21529678ffca,16100000,chunk_0270,Stop to keep distance to the stopped van ahead blocking our lane.,Stop to keep distance to the lead vehicle.,0.4844257322112643,0.69598806,0.1131,0.0229,0.1514,0.0115,4.906,11.102,3073,4580,16,9
682fed39-be2a-4949-8d04-21529678ffca,17100000,chunk_0270,Nudge to the right to create clearance for the oncoming truck,Stop to keep distance to the lead vehicle because the lane ahead is blocked.,0.03898139614975406,0.41401547,0.0259,0.0135,0.1117,0.0271,4.927,13.188,3073,4580,16,15
682fed39-be2a-4949-8d04-21529678ffca,18100000,chunk_0270,Stop to keep distance to the lead vehicle since it is stationary ahead,Keep distance to the lead vehicle because it is stopped ahead.,0.39330803596367087,0.8895277,0.0004,0.0657,0.0008,0.2408,4.907,12.049,3073,4580,16,12
682fed39-be2a-4949-8d04-21529678ffca,19100000,chunk_0270,Stop to keep distance to the stopped lead vehicle blocking our lane,Stop to keep distance to the lead vehicle because it is stopped ahead.,0.47744715231799983,0.8074285,0.0006,0.0006,0.0017,0.0016,4.804,12.696,3073,4580,15,14
